File Path: C:\Users\Administrator\Desktop\ASEN 3112\Lab 1 (Torsion)\Data\Test Run 99 09-17-19 15 24 42 PM\DAQ- Time, … - (Timed).txt   
Test: ASEN3112_20in-lb-return
Test Run: Test Run 99
Date: 9/17/2019 3:05:03 PM


Time 	Torsional Angle 	Torsional Epsilon 3550 Torsion 	Torsional Torque 	Axial Epsilon 3550 Axial 
sec	°	°	in·lbf	in
528.361328125	47.9982903670674	0.00399672621346676	3.3601096444184	0.0262756164618364
528.37109375	47.9983859897157	0.00326833910735774	3.98314042192115	0.0262743148102066
528.380859375	47.9961456876683	0.00324166264129166	3.51587010840827	0.0262725685803792
528.390625	48.0009780465054	0.00340805241106563	3.44576246890523	0.0262741131458695
528.400390625	48.0007287446008	0.00286049377113392	4.01269035885678	0.0262723187915981
528.41015625	47.9999330275626	0.00344323638967253	3.34645623780878	0.0262726212881036
528.419921875	47.9990075369301	0.00358502680626708	3.91949073137725	0.0262738289824856
528.4296875	47.9950323668337	0.00399414905102514	3.60982966526537	0.0262739091898923
528.439453125	48.0000184049272	0.0042551957627941	3.40574602808124	0.026275268132527
528.44921875	47.9987035935121	0.00397783480401926	4.21683914791743	0.0262736364847093
528.458984375	48.0013229710585	0.00309893924353497	3.26436751111781	0.0262727381617535
528.46875	48.0025182541631	0.00348847096829642	3.67557001885915	0.0262725869135007
528.478515625	47.9974502537996	0.00307473926298886	3.90984297819628	0.0262736364847093
528.48828125	47.9974092726646	0.00244712850480827	3.32589963378832	0.0262716175496989
528.498046875	47.9966955178964	0.00340258834310666	4.1846343379567	0.0262743423098889
528.5078125	48.0011009899105	0.00321634083219	3.69139664939861	0.0262727931611181
528.517578125	48.0004418766557	0.00343208605582814	3.29496198826004	0.0262740260635422
528.52734375	48.0004931030744	0.00433710258756235	4.20967798072829	0.026274390434333
528.537109375	47.9980444802573	0.00383933170777951	3.49292345923326	0.0262749083450167
528.546875	47.9930038006505	0.00400684351454985	3.8203000327582	0.0262762145799269
528.556640625	47.9989119142818	0.0034313306662545	3.70464569233733	0.0262730452415394
528.56640625	47.998860687863	0.00269706886374831	3.28227873793322	0.0262726694125477
528.576171875	48.0007731408304	0.00259881423300029	4.01020772945664	0.0262734875280967
528.5859375	48.0006331219524	0.00277136801504566	3.70467154206972	0.0262721171272611
528.595703125	47.9953465555355	0.00321933946199307	3.59068424561494	0.0262739710641776
